Run	fMCS	C00001	C00002	C00003	C00004	C00008	C00009	C00010	C00011	C00024	C00026	C00036	C00042	C00091	C00122	C00149	C00158	C00311	C00390	C00399	C00417
0	0	0.0	-7.170782072873786	-6.318499471576333	-9.08312022845215	-7.766466727261112	-4.438110171342507	-6.47202792678528	-11.205440765222267	-5.976643326047545	-7.610059053487751	-15.639380081110563	-7.2903712287155855	-6.568654713730454	-7.577172261143225	-6.73227372845305	-4.848439215459212	-13.219645500210882	-7.600902459542082	-7.600902459542082	-10.622896576285
0	10	0.0	-7.040651472739534	-6.280105862978229	-9.459449431403907	-8.228407278051868	-4.561329807499122	-6.4094403695786575	-11.205440765222267	-6.418186435890727	-7.654532842085052	-15.50187260950091	-7.275940659500133	-6.577841823208746	-7.684102500524832	-6.63553983736341	-4.675961152266291	-12.943197409568931	-7.166392126142247	-7.857931032429277	-10.266694978213627
0	20	0.0	-7.099475422193169	-6.362642576452005	-9.490253236119512	-8.033371511201748	-4.291383250270633	-6.727714424896001	-11.205440765222267	-6.378546532713693	-7.274934428138176	-15.408503168138509	-7.746176344576089	-6.084237262076479	-7.60913269731404	-6.615199978571319	-4.869529396569252	-12.82990295564804	-6.98610954227054	-7.47616643694646	-10.635496261825825
0	30	0.0	-6.499720659207753	-6.512943416109322	-9.419057911087824	-7.855647941697655	-4.910425870933235	-6.705734002012803	-11.205440765222267	-6.044387529342252	-7.363059332449704	-15.538476166328795	-7.7313943189042185	-6.275075021385571	-7.680705326385181	-6.634517805231483	-4.870678889050638	-13.110497980130544	-6.824259326742041	-7.102169411647436	-10.886302329302614
0	40	0.0	-6.513800708295927	-6.8207322264071575	-9.557192186058536	-8.300478001504736	-4.721705627536187	-6.562451175278513	-11.205440765222267	-6.029328248867438	-7.425397049537726	-15.069225672445423	-7.328161365119792	-6.183762361241622	-7.635322146118544	-6.504275364453424	-4.809764598084117	-12.849116007577859	-7.107044998124735	-6.879428216575783	-10.87180424719103
0	50	0.0	-6.591292340556899	-6.34911233094195	-9.622865462285146	-7.841322314980433	-4.809897828038755	-6.930827002261046	-11.205440765222267	-6.181920739588161	-7.393967465754906	-15.74816134848691	-7.559951892943187	-6.3055543466446125	-7.639228951058828	-6.330459643633155	-4.54938023165506	-13.190940232018933	-7.276002382917408	-6.516918278116796	-10.489648434914955
0	60	0.0	-6.665413847795078	-6.360833755187981	-9.583873447235298	-7.686776757332174	-4.8674867658844745	-7.0869960573471955	-11.205440765222267	-6.205315497532743	-7.497899940884873	-15.79870501523331	-7.418851995182527	-6.188928046193693	-7.711032936855359	-6.354230398438025	-4.58183429690391	-13.210527610444421	-7.178476231365635	-6.66653591541572	-10.36663443347434
0	70	0.0	-6.783963687849286	-6.7457898546356185	-9.047360059991457	-7.904503386707073	-4.738612127874037	-6.930397792832438	-11.205440765222267	-6.537155005120596	-7.7933024212481445	-15.503728584891455	-7.275215701636027	-6.247180284304563	-7.903847948961028	-6.618641901511648	-4.746154115295118	-13.510457486317607	-7.106028633654141	-6.669404096010459	-10.289150816290885
0	80	0.0	-7.088438438646288	-6.5705708250461665	-9.357992569973186	-7.6891658157866845	-5.082752280437177	-6.588149702808694	-11.205440765222267	-6.253967973596243	-7.8003949847506515	-15.348936960790946	-7.631314718596204	-6.641466985970105	-8.020786990022602	-6.665011691929273	-4.607159063597394	-13.288765583798368	-7.167475013845944	-6.123780893999404	-10.17815804589967
0	90	0.0	-6.951364281569038	-5.811667206085374	-9.388403873104497	-7.645619893129541	-4.952715866230662	-6.302746328592241	-11.205440765222267	-6.514817486308238	-7.781413612972777	-15.420629412415362	-7.600242899464791	-6.322581895966712	-7.613122329250531	-6.3401310813060565	-4.347552140107881	-12.86490234949815	-6.845185649131173	-5.539680419606121	-10.15259232858217
0	100	0.0	-7.306835806534801	-5.7399964144254545	-8.968056220191482	-7.723162520135433	-5.130470451808516	-6.1449397497713845	-11.205440765222267	-6.3898452616270305	-7.604491999616647	-15.5003445712736	-7.5534015914530865	-6.471258185378021	-7.871909605639101	-6.663292763885417	-4.109061977330921	-12.977922505130062	-7.180970313429389	-5.473950201168286	-10.568646135399373
0	110	0.0	-7.711315367292522	-5.927418374198894	-9.18962592904931	-7.7139715423686255	-4.860165050203332	-6.129695840471327	-11.205440765222267	-6.185313836757486	-7.958296424311083	-15.241483671314919	-7.474107247438075	-6.703596408231415	-7.649993039835741	-6.706846601788734	-4.104235201671091	-12.719075858105542	-6.952844287198154	-5.6010540521303085	-10.632850284271845
0	120	0.0	-7.806891063781767	-5.927512603097952	-9.100491641580872	-7.566647401001052	-5.15649622491942	-5.985851408894672	-11.205440765222267	-6.223559294309389	-7.960795684379037	-15.235144685677557	-7.536041207611351	-6.772815765370091	-7.690550302466657	-6.692254307265144	-4.21648901874629	-12.726885612853374	-7.0337021598664125	-5.459334766372257	-10.754349774193628
0	130	0.0	-7.669257950187364	-5.609387358518781	-9.030812206666425	-7.64822179162749	-4.873726050760294	-5.892032862924135	-11.205440765222267	-6.136277441231749	-7.832229903462326	-15.313414906457378	-7.679241976144794	-7.143553271442472	-7.927713477152433	-6.706029608198957	-4.2269687762345045	-12.403565959441549	-6.954110684487052	-5.375955411325826	-10.600993920322486
