drGstd_R00351,drGstd_R01325,drGstd_R01900,drGstd_R00709,drGstd_R08549,drGstd_R00405,drGstd_M00148,drGstd_R01082,drGstd_R00342,ratio_C00004_C00003,ratio_C00399_C00390,dir_R00351,dir_R01325,dir_R01900,dir_R00709,dir_R08549,dir_R00405,dir_M00148,dir_R01082,dir_R00342,c_C00001,c_C00002,c_C00003,c_C00004,c_C00008,c_C00009,c_C00010,c_C00011,c_C00024,c_C00026,c_C00036,c_C00042,c_C00091,c_C00122,c_C00149,c_C00158,c_C00311,c_C00390,c_C00399,c_C00417,drGopt_R00351,drGopt_R01325,drGopt_R01900,drGopt_R00709,drGopt_R08549,drGopt_R00405,drGopt_M00148,drGopt_R01082,drGopt_R00342,success,MDF
-38.1000000000,8.3000000000,-0.7000000000,5.4000000000,-27.2000000000,1.1000000000,-21.6000000000,-3.4000000000,27.0000000000,0.0630000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0007687213,0.0018026464,0.0001135667,0.0004237077,0.0118182519,0.0015460872,0.0000136000,0.0025373290,0.0004954426,0.0000001614,0.0006820748,0.0014036845,0.0005120070,0.0011918200,0.0078406055,0.0000018146,0.0005000000,0.0005000000,0.0000243520,-12.5916460370,-6.0069520736,-7.1337053878,-15.3141993632,-43.1971151017,-4.2515485159,-22.3105857245,-1.3066570047,-1.9179907956,1.0000000000,1.3066570043
