C00001	1	1
C00002	0.000210837	0.040093
C00003	0.000386754	0.00915161
C00004	6.60632e-5	0.000193512
C00008	8.52043e-5	0.000989574
C00009	0.00564784	0.02
C00010	0.000789449	0.00279558
C00011	1.36e-5	1.36e-5
C00024	0.00133465	0.00472625
C00026	0.000339974	0.000722382
C00036	1.24527e-7	1.90545e-6
C00042	0.000416036	0.00235402
C00091	7.76413e-5	0.00331968
C00122	0.000297244	0.000512007
C00149	0.00119182	0.00205293
C00158	0.000105274	0.1
C00417	3.67259e-6	0.000230163
C00311	1e-7	0.000303877
C00390	0.00005	0.005
C00399	0.00005	0.005
